epoch,loss,val_auc
1,0.559409439953324,0.5964415206102274
2,0.5207849174153572,0.7670431152410762
3,0.47472817475110096,0.8173700544086983
4,0.43177906827988966,0.8373737731480456
5,0.40250328183174133,0.8660656180411984
6,0.3695023231743987,0.8955100649451266
7,0.34576335001517744,0.8949832435375835
8,0.32336487367846606,0.9007251541727354
9,0.3057529956491944,0.8911826033831673
10,0.29477368443717367,0.908569923367407
